video_id,clip_id,text,label,label_t,label_v,label_a,error
video_0043,41,那个传承很重要，因为没人传承给他,-0.4,0.0,0.2,0.0,0.4
video_0046,63,我觉得这个是不容易的，能够从一个吉祥物中去悟出一些道理,0.4,0.0,0.6,0.0,0.4
video_0002,25,我看你跟王老板关系那么好，他没赏你个啥挣钱的职位？,-0.2,0.2,-0.6,0.2,0.4
video_0056,54,你不懂，现在是仙人掌，种到寺庙里他就是一棵健康树,-0.2,0.2,-0.2,0.2,0.4
video_0009,16,我不是担心你嘛，就过来看看。,0.0,0.4,-0.2,0.4,0.4
video_0042,17,很久没人问我这个问题了,-0.4,0.0,-0.4,0.0,0.4
video_0003,1,当然，也不能说是百分之百,-0.4,0.0,0.8,0.0,0.4
video_0027,10,想来借点钱在镇上开个小铺。,0.0,-0.4,0.0,0.4,0.4
video_0013,16,好大的一碗心灵鸡汤。,-0.2,0.2,-1.0,0.2,0.4
video_0035,30,你也爱上了她，你也为它疯狂,0.0,0.4,0.8,0.4,0.4
video_0058,8,今天好像是我救了您吧,0.2,-0.2,-0.8,-0.2,0.4
video_0054,87,其实第一集才只拍摄了百分之五十吧,-0.4,0.0,0.0,0.0,0.4
video_0054,85,我拍完那场戏之后我就一直在等,-0.4,0.0,0.0,0.0,0.4
video_0047,36,你今天找我来是叙旧吵架还是交易啊,0.0,-0.4,0.4,0.4,0.4
video_0012,31,转眼间，我已经变成太后娘娘了,0.4,0.0,0.8,0.0,0.4
video_0054,51,他不是在这一节奏里，都是要再次重拍的,-0.4,0.0,-0.4,0.0,0.4
video_0023,2,越难啃的骨头骨头你更要有耐心啊，你得好好啃我我。,-0.2,0.2,-1.0,0.2,0.4
video_0024,57,以前不都五毛一碗吗？,-0.2,0.0,-0.8,0.0,0.2
video_0051,22,明天开城门了，娘给你去拿糖饼啊,0.2,0.0,-0.2,0.0,0.2
video_0051,11,笑是因为你当时的反应和节奏是真实的,0.0,0.2,0.0,0.2,0.2
video_0048,16,咱们除了压岁钱就没有别的资金来源吗,0.0,-0.2,-0.2,0.2,0.2
video_0047,70,我是吉米的辩护律师端木兰,0.2,0.0,0.6,0.0,0.2
video_0047,66,那但是，他报什么仇啊,0.0,-0.2,-0.6,-0.2,0.2
video_0028,5,但是要记住，不管成不成功，行动时间只有15分钟。,-0.2,0.0,0.0,0.0,0.2
video_0039,1,是一个职业车手，有没有类似的前科，怎么会接受这样的邀请,-0.2,0.0,-0.4,0.0,0.2
video_0038,31,谁也联系不上,0.0,-0.2,0.2,-0.2,0.2
video_0052,22,我也不知道对不对，但是我自己大概是这么理解的,0.2,0.0,0.4,0.0,0.2
video_0028,14,在金三角，诺卡只有两个代理人,-0.2,0.0,-0.4,0.0,0.2
video_0036,22,以前我是你的都督，以后我还是你的都督，如此而已,0.0,0.2,0.0,-0.2,0.2
video_0018,3,到了补给站，你自己回吧,0.0,-0.2,-0.2,-0.2,0.2
video_0024,30,来了，怎么没喝点东西呢？,0.0,-0.2,0.2,0.2,0.2
video_0015,28,我想我完成一次完美的犯罪。,0.0,-0.2,0.0,0.2,0.2
video_0053,55,老规矩，吃完药给意见的,0.0,-0.2,0.6,-0.2,0.2
video_0015,18,他是我隔壁班同学，好久都没有去学校了。,-0.2,0.0,0.6,0.0,0.2
video_0035,8,这件事已经跟我没关系,0.0,-0.2,0.6,0.2,0.2
video_0045,81,林志颖，你出来给大家示范伏地挺身,-0.2,0.0,0.0,0.0,0.2
video_0045,88,我觉得像我一个培训水平这么好的人，讲的内容这么好的人，你们何必在意我的形象,0.0,0.2,-0.2,-0.2,0.2
video_0045,100,因为在我年轻的时候我就已经设想要三十而立,0.2,0.0,0.2,0.0,0.2
video_0046,9,如果身材不重要的话，那就请不要把这个作为选择我的理由,0.0,-0.2,-0.2,-0.2,0.2
video_0046,14,因为你跟乐嘉都是属于很能说的，我希望你能选鲁豫姐,0.2,0.0,0.6,0.0,0.2
video_0046,53,你已经知道其实是没有人做过，就是因为没有人做过所以你想去做,0.0,-0.2,0.0,0.2,0.2
video_0046,55,因为我以前常常在阳明山跑步，他小时候也常常在阳明山出现,-0.2,0.0,0.0,0.0,0.2
video_0047,16,我希望你能把你知道的一切诚实地告诉我,0.0,0.2,0.0,-0.2,0.2
video_0047,17,我们现在可以开始谈话了吗,0.2,0.0,0.0,0.0,0.2
video_0030,15,你知道我为啥要让你去学吹唢呐的吗？,0.2,0.0,0.4,0.0,0.2
video_0056,35,搜到wifi可以上网,-0.2,0.0,-0.6,0.0,0.2
video_0035,7,你说得对，宫里确实有猫,-0.2,0.0,0.0,0.0,0.2
video_0031,31,我知道你，你是想用我来救你们的皇子吗？,0.2,0.0,1.0,0.0,0.2
video_0056,45,现在知道我是干什么的了吧,0.2,0.0,0.0,0.0,0.2
video_0056,24,毛毛，我现在有点急事，萍水相逢,0.2,0.0,0.6,0.0,0.2
video_0060,26,那怎么行啊，既然都来了,0.0,-0.2,0.0,-0.2,0.2
video_0056,50,你能不能到刚才那个人屋子里面去把他护照拿出来,-0.2,0.0,-0.4,0.0,0.2
video_0056,51,拿他护照干嘛你又用不了,0.0,-0.2,1.0,0.2,0.2
video_0054,88,后面还有很多重场戏没有拍,-0.2,0.0,0.0,0.0,0.2
video_0056,90,此时此刻现在我就要去泰国，,-0.2,0.0,-0.8,0.0,0.2
video_0057,8,你们这房子一百平，一平八毛，一个月八十块钱,-0.2,0.0,-0.2,0.0,0.2
video_0057,17,老公，你那两百万真的处理好了,-0.2,0.0,-0.2,0.0,0.2
video_0057,24,他说钥匙放在门垫底下了,-0.2,0.0,0.2,0.0,0.2
video_0054,95,我当时说，啊，为什么,0.0,-0.2,0.2,-0.2,0.2
video_0054,91,能把这第一集完整的演完,0.0,0.2,0.0,-0.2,0.2
video_0056,69,不过你放心，我已经让他发过誓了,0.0,0.2,-0.6,0.2,0.2
video_0056,60,你都有孩子了,0.0,-0.2,-0.6,-0.2,0.2
video_0056,48,我知道，他住哪个房间,-0.2,0.0,-1.0,0.0,0.2
video_0031,19,此次接近你们，不是为了抢掠,0.0,0.2,-0.8,-0.2,0.2
video_0043,7,今年没有预算出专辑，得看明年，今年好好拍戏，如果达到一定kpi明年才能出专辑,-0.2,0.0,0.0,0.0,0.2
video_0025,38,资料说这里不是第一现场，应该是河水把尸体冲到这儿了。,0.0,0.2,0.0,-0.2,0.2
video_0043,35,但是演的时候我们是不能让别人看出来我们是知道接下来的剧情的,0.2,0.0,-0.2,0.0,0.2
video_0043,40,你演的是你爸爸的性格吗,-0.2,0.0,0.2,0.0,0.2
video_0024,108,63年考的师范，我是光着脚走进学校的,0.0,-0.2,0.0,-0.2,0.2
video_0040,48,原来是因为这个,-0.2,0.0,-0.6,0.0,0.2
video_0040,46,但张冀毕竟是个元老,-0.2,0.0,-0.8,0.0,0.2
video_0040,30,说明她没骗你啊，他完全可以一年之后再告诉你,0.0,0.2,-0.2,0.2,0.2
video_0031,30,公主请放心，我是北魏的将军花木兰。,0.0,0.2,0.0,-0.2,0.2
video_0047,23,那你为什么要那么做,0.0,-0.2,0.0,-0.2,0.2
